OBJECTID,TREE_Genus,TREE_SpeciesCommonName,TREE_SpeciesLatinName,TREE_DBH,TREE_DBH_Range,TREE_Height_Range,TREE_Stems,TREE_Condition,TREE_PrimaryMaint,TREE_SecondaryMaint,TREE_FurtherInspection,TREE_ClearanceNeed,TREE_PruneType,TREE_Pest,TREE_OBS1,TREE_OBS2,TREE_OBS3,TREE_OBS4,TREE_OBS5,TREE_OBS6,TREE_OBS7,TREE_OBS8,TREE_OBS9,TREE_OBS10,TREE_OBS11,TREE_OBS12,TREE_OBS13,TREE_Notes,SITE_Building,SITE_DirectionBldg,SITE_Address,SITE_Street,SITE_Utilities,SITE_GPSX,SITE_GPSY,SITE_ID,SITE_DATE,TYPE,TREE_OBS14,TREE_OBS15,TREE_OBS16,TREE_OBS17,TREE_OBS18,TREE_OBS19,TREE_OBS20,TREE_OBS21,TREE_SpCode,TREE_ReplacementCost,TREE_StructuralValue,TREE_Stormwater,TREE_Energy,TREE_AirQuality,TREE_Carbon,TREE_Aesthetic,TREE_TotalBenefit,x,y
1203,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,1,,5,2,,,,1,0,,,,,,,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7056,32.4711,1175,5/5/2014 20:00,0,,,0,,1,,,,QUVI,1035,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70556219,32.47108654
1204,Oak,Live oak,Quercus virginiana,6,3,0,1,3,3,1,,5,2,,,,0,0,,,,,,,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7057,32.4711,1176,5/5/2014 20:00,0,,,0,,1,,,,QUVI,2335,450,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70567752,32.47107749
1205,Oak,Live oak,Quercus virginiana,6,3,0,1,3,3,1,,5,2,,,,0,0,,,,,,,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7058,32.4711,1177,5/5/2014 20:00,0,,,0,,1,,,,QUVI,2335,450,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70580091,32.47108654
1206,Oak,Live oak,Quercus virginiana,3,2,0,1,3,3,1,,5,2,,,,0,0,,,,,,,1,1,,"epicormic sprouts, dead top",Hunter Welcome Center,1,2311,Acu Dr,0,-99.7054,32.4713,1178,5/5/2014 20:00,0,,,0,,1,,1,,QUVI,580,315.52,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70539053,32.47126531
1207,Oak,Live oak,Quercus virginiana,5,2,0,1,3,3,1,,5,2,,,,0,0,,,,,,,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7053,32.4713,1179,5/5/2014 20:00,0,,,0,,1,,0,,QUVI,1620,743.58,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70527787,32.47126757
1208,Oak,Live oak,Quercus virginiana,5,2,0,1,3,3,1,,5,2,,,,0,0,,,,,,,1,0,,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7051,32.4713,1180,5/5/2014 20:00,0,,,0,,1,,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70514913,32.47126305
1209,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,1,,5,2,,,,1,0,,,,,,,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.705,32.4713,1181,5/5/2014 20:00,0,,,0,,1,,0,,QUVI,1035,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70502575,32.47126531
1210,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,1,,5,2,,,,1,0,,,,1,,0,0,1,,"epicormic sprouts, dead tips, sunscald",Hunter Welcome Center,1,2311,Acu Dr,0,-99.7049,32.4713,1182,5/5/2014 20:00,0,1,,0,,1,,1,,QUVI,1035,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70490505,32.4712721
1211,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,1,,5,2,,,,1,0,,,,1,,0,0,1,,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7048,32.4713,1183,5/5/2014 20:00,0,1,,0,,1,,1,,QUVI,1035,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70477094,32.47127889
1212,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,1,,5,2,,,,1,0,,,,0,,0,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7046,32.4715,1184,5/5/2014 20:00,0,0,,0,,1,,1,,QUVI,1035,563.04,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70459928,32.47147123
1213,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,1,,5,2,,,,1,0,,,,0,,0,0,1,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7048,32.4715,1185,5/5/2014 20:00,0,0,,0,,1,,0,,QUVI,1035,563.04,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70475484,32.47146897
1214,Oak,Live oak,Quercus virginiana,5,2,0,1,3,3,1,,5,2,,,,1,0,,,,0,,0,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7049,32.4715,1186,5/5/2014 20:00,0,0,,0,,1,,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.7048675,32.4714735
1215,Oak,Live oak,Quercus virginiana,5,2,0,1,3,3,1,,5,2,,,,1,0,,,,0,,0,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.705,32.4715,1187,5/5/2014 20:00,0,0,,1,,1,,0,,QUVI,1620,743.58,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70498551,32.47146897
1216,Oak,Live oak,Quercus virginiana,5,2,0,1,3,3,1,,5,2,,,,1,0,,,,0,,0,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7051,32.4715,1188,5/5/2014 20:00,0,1,,0,,1,,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70511158,32.47146444
1217,Pine,Afghan pine,Pinus eldarica,15,4,2,1,1,0,0,,0,,,,,,,,,,,,,,,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4687,1189,5/5/2014 22:50,0,,,,,,,,,PIEL2,14620,450,23.26000023,10.03999996,4.139999866,2.74000001,29.82999992,70,-99.70704715,32.46866127
1218,Pine,Afghan pine,Pinus eldarica,15,4,2,1,1,0,0,,0,,,,,,,,,,,,,,,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4687,1190,5/5/2014 22:50,0,,,,,,,,,PIEL2,14620,2982.48,23.26000023,10.03999996,4.139999866,2.74000001,29.82999992,70,-99.70700691,32.468702
1219,Pine,Afghan pine,Pinus eldarica,16,4,2,1,1,0,0,,0,,,,,,,,,,,,,,,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4687,1191,5/5/2014 22:50,0,,,,,,,,,PIEL2,16635,5090.31,23.26000023,10.03999996,4.139999866,2.74000001,29.82999992,70,-99.70699082,32.46866127
1220,Hickory,Pecan,Carya illinoinensis,11,3,2,1,2,0,0,,0,0,,,,,,,,,,,,,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4687,1192,5/5/2014 22:50,0,,,,,,,1,,CAIL,7860,3607.74,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70691572,32.46869295
1221,Hickory,Pecan,Carya illinoinensis,12,4,2,1,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4687,1193,5/5/2014 22:50,0,,,,,,,1,,CAIL,9355,4293.945,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.70692913,32.46874726
1222,Holly,Yaupon holly,Ilex vomitoria,3,2,1,3,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4688,1194,5/5/2014 22:50,0,,,,,,,0,,ILVO,580,266.22,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70699887,32.46875631
1223,Holly,Yaupon holly,Ilex vomitoria,3,2,1,4,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4688,1195,5/5/2014 22:50,0,,,,,,,0,,ILVO,580,450,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70700423,32.468788
1224,Holly,Yaupon holly,Ilex vomitoria,4,2,1,4,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4688,1196,5/5/2014 22:50,0,,,,,,,0,,ILVO,1035,475.065,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70697204,32.46877668
1225,Oak,Live oak,Quercus virginiana,18,5,1,1,1,1,0,,0,2,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4688,1197,5/5/2014 22:50,0,,,,,,,0,,QUVI,21055,6442.83,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.70697204,32.46884231
1226,Holly,Yaupon holly,Ilex vomitoria,5,2,1,5,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4689,1198,5/5/2014 22:50,0,,,,,,,0,,ILVO,1620,450,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70696936,32.46887399
1227,Holly,Yaupon holly,Ilex vomitoria,4,2,1,4,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4689,1199,5/5/2014 22:50,0,,,,,,,0,,ILVO,1035,450,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70697204,32.46891019
1228,Holly,Yaupon holly,Ilex vomitoria,5,2,1,4,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4689,1200,5/5/2014 22:50,0,,,,,,,0,,ILVO,1620,450,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70697741,32.46894866
1229,Holly,Yaupon holly,Ilex vomitoria,3,2,1,3,3,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.469,1201,5/5/2014 22:50,0,,,,,,,0,1,ILVO,580,450,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70701764,32.46895545
1230,Holly,Yaupon holly,Ilex vomitoria,5,2,1,4,2,0,0,,0,0,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.707,32.4691,1202,5/5/2014 22:50,0,,,,,,,0,0,ILVO,1620,450,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.70701496,32.46909575
1231,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,1,7,3,0,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.469,1203,5/5/2014 22:50,0,,,,,,,0,0,LA6,580,236.64,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70693449,32.4689645
1232,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,1,7,3,0,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4689,1204,5/5/2014 22:50,0,,,,,,,0,0,LA6,580,236.64,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70689962,32.46885815
1233,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,1,7,3,0,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4689,1205,5/5/2014 22:50,0,,,,,,,0,0,LA6,580,354.96,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70687012,32.46885815
1234,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,1,7,4,4,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4689,1206,5/5/2014 22:50,0,,,,,,,0,0,LA6,255,450,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.70684062,32.46885815
1235,Oak,Live oak,Quercus virginiana,4,2,0,1,1,0,0,,0,0,,,,,,,,,0,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4688,1207,5/5/2014 22:50,0,,,,,,,0,0,QUVI,1035,475.065,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70691304,32.46881289
1236,Oak,Live oak,Quercus virginiana,4,2,0,1,1,0,0,,0,0,,,,,,,,,0,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4687,1208,5/5/2014 22:50,0,,,,,,,0,0,QUVI,1035,475.065,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70683793,32.468702
1237,Oak,Live oak,Quercus virginiana,13,4,1,1,1,0,0,,0,2,,,,,,,,,0,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4687,1209,5/5/2014 22:50,0,,,,,,,0,0,QUVI,10980,5039.82,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70681648,32.46865901
1238,Oak,Live oak,Quercus virginiana,16,4,1,1,2,1,0,,0,2,,,,,,,,,,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4686,1210,5/5/2014 22:50,0,,,,,,,1,,QUVI,16635,10180.62,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70680307,32.46860243
1239,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,1,3,3,0,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4688,1211,5/5/2014 22:50,0,,,,,,,0,,LA6,255,156.06,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.70687549,32.46881289
1240,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,1,5,3,0,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4688,1212,5/5/2014 22:50,0,,,,,,,0,,LA6,1035,633.42,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70684598,32.46880384
1241,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,1,6,3,0,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4688,1213,5/5/2014 22:50,0,,,,,,,0,,LA6,580,177.48,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70684866,32.46878347
1242,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,1,4,3,0,0,,0,0,,,,,,,,,1,,,,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4688,1214,5/5/2014 22:50,0,,,,,,,0,,LA6,255,117.045,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.70688353,32.468788
1243,Oak,Live oak,Quercus virginiana,17,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,1,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4689,1215,5/5/2014 22:50,0,,,,1,,,1,,QUVI,18780,11493.36,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70679502,32.46887399
1244,Oak,Live oak,Quercus virginiana,13,4,1,1,3,0,0,,0,0,,,,,,,,,0,,,1,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4689,1216,5/5/2014 22:50,0,,,,0,,,1,,QUVI,10980,3359.88,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70682452,32.4689283
1245,Oak,Live oak,Quercus virginiana,13,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,1,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.469,1217,5/5/2014 22:50,0,,,,,,,0,,QUVI,10980,6719.76,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70685939,32.46897582
1246,Oak,Live oak,Quercus virginiana,17,4,1,1,1,1,0,,0,2,,,,,,,,,0,,,0,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.469,1218,5/5/2014 22:50,0,,,,,,,0,,QUVI,18780,5746.68,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70688621,32.46903466
1247,Oak,Shumard red oak,Quercus shumardii,2,1,0,1,1,0,0,,0,0,,,,,,,,,0,,,1,0,,New tree,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4692,1219,5/5/2014 22:50,0,,,,0,,,0,,QUSH,255,117.045,0.550000012,0.479999989,0.119999997,0.079999998,2.069999933,3.289999962,-99.70692645,32.46917948
1248,Oak,Shumard red oak,Quercus shumardii,7,3,0,1,2,0,0,,0,0,,,,,,,,,0,,,1,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4691,1220,5/5/2014 22:50,0,,,,0,,,0,,QUSH,3180,1459.62,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70692108,32.4691297
1249,Oak,Shumard red oak,Quercus shumardii,11,3,1,1,2,1,0,,1,2,,,,,,,,,0,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4691,1221,5/5/2014 22:50,0,,,,0,,,0,,QUSH,7860,450,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70691035,32.4690867
1250,Oak,Shumard red oak,Quercus shumardii,2,1,0,1,2,0,0,,0,0,,,,,,,,,0,,,1,0,,new tree,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4693,1222,5/5/2014 22:50,0,,,,0,,,0,,QUSH,255,450,0.550000012,0.479999989,0.119999997,0.079999998,2.069999933,3.289999962,-99.7069184,32.46929715
1251,Oak,Shumard red oak,Quercus shumardii,8,3,1,1,2,0,0,,0,2,,,,,,,,,0,,,1,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4693,1223,5/5/2014 22:50,0,,,,0,,,0,,QUSH,4155,450,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.7069184,32.46934015
1252,Oak,Shumard red oak,Quercus shumardii,2,1,0,1,2,0,0,,0,0,,,,,,,,,0,,,1,0,,new tree,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4694,1224,5/5/2014 22:50,0,,,,0,,,0,,QUSH,255,450,0.550000012,0.479999989,0.119999997,0.079999998,2.069999933,3.289999962,-99.7069184,32.46938315
1253,Oak,Live oak,Quercus virginiana,15,4,1,1,1,1,0,,0,2,,,,,,,,,0,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4694,1225,5/5/2014 22:50,0,,,,0,,,0,,QUVI,14620,6710.58,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70689158,32.46944424
1254,Oak,Live oak,Quercus virginiana,14,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4695,1226,5/5/2014 22:50,0,,,,0,,,1,,QUVI,12735,5845.365,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70686744,32.46950534
1255,Oak,Live oak,Quercus virginiana,12,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7069,32.4696,1227,5/5/2014 22:50,0,,,,1,,,1,,QUVI,9355,2862.63,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70685134,32.4695506
1256,Oak,Live oak,Quercus virginiana,12,4,1,1,3,0,0,,0,0,,,,,,,,,1,,,0,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4696,1228,5/5/2014 22:50,0,,,1,1,,,0,,QUVI,9355,2862.63,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70681379,32.46960717
1257,Oak,Live oak,Quercus virginiana,11,3,1,1,4,4,0,,0,0,,,,,,,,,1,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7068,32.4696,1229,5/5/2014 22:50,0,,,0,0,,,0,,QUVI,7860,3206.88,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70676015,32.46964338
1258,Oak,Live oak,Quercus virginiana,12,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,0,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7067,32.4697,1230,5/5/2014 22:50,0,,,0,1,,,0,,QUVI,9355,4293.945,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70670382,32.46968185
1259,Oak,Live oak,Quercus virginiana,14,4,1,1,3,0,0,,0,0,,,,,,,,,1,,,0,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7066,32.4697,1231,5/5/2014 22:50,0,,,0,1,,,0,,QUVI,12735,3896.91,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70662872,32.46972258
1260,Oak,Live oak,Quercus virginiana,12,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7066,32.4698,1232,5/5/2014 22:50,0,,,0,0,,,0,,QUVI,9355,5725.26,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70657508,32.469752
1261,Oak,Live oak,Quercus virginiana,12,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7065,32.4698,1233,5/5/2014 22:50,0,,,0,1,,,1,,QUVI,9355,450,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70649729,32.4697701
1262,Oak,Live oak,Quercus virginiana,8,3,1,1,3,0,0,,0,0,,,,,,,,,1,,,1,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7064,32.4698,1234,5/5/2014 22:50,0,,,0,1,,,1,,QUVI,4155,1130.16,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70643024,32.46977689
1263,Oak,Live oak,Quercus virginiana,12,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,1,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7063,32.4698,1235,5/5/2014 22:50,0,,,1,0,,,1,,QUVI,9355,4293.945,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70634977,32.46977237
1264,Oak,Live oak,Quercus virginiana,8,3,1,1,2,1,0,,0,2,,,,,,,,,0,,,1,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7063,32.4698,1236,5/5/2014 22:50,0,,,0,0,,,1,,QUVI,4155,1907.145,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70629613,32.46977237
1265,Oak,Live oak,Quercus virginiana,15,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,1,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7062,32.4698,1237,5/5/2014 22:50,0,,,0,0,,,0,,QUVI,14620,450,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70622639,32.46978142
1266,Oak,Live oak,Quercus virginiana,15,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,0,1,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7062,32.4698,1238,5/5/2014 22:50,0,,,0,0,,,0,,QUVI,14620,6710.58,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70616738,32.46977463
1267,Oak,Shumard red oak,Quercus shumardii,14,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,0,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7066,32.4699,1239,5/5/2014 22:50,0,,,1,0,,,1,,QUSH,12735,450,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.70664213,32.46988099
1268,Oak,Shumard red oak,Quercus shumardii,14,4,1,1,2,1,0,,0,2,,,,,,,,,0,,,1,0,,,Orstead-Packer Biblical Studies Building,3,,Teague Blvd,,-99.7067,32.4699,1240,5/5/2014 22:50,0,,,0,0,,,1,,QUSH,12735,7793.82,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.70671992,32.46988778
1269,Oak,Live oak,Quercus virginiana,3,2,0,1,3,3,0,,0,2,,,,1,0,,1,,0,,0,1,0,,improperly planted,Hunter Welcome Center,1,2311,Acu Dr,0,-99.705,32.4717,1241,5/5/2014 20:00,0,0,,0,,1,,0,,QUVI,580,354.96,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70496674,32.47166358
1270,Oak,Live oak,Quercus virginiana,5,2,0,1,3,3,1,,5,2,,,,1,0,,0,,0,,0,1,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7049,32.4717,1242,5/5/2014 20:00,0,0,,1,,1,,0,,QUVI,1620,440.64,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70486481,32.47166358
1271,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,1,,5,2,,,,1,0,,0,,0,,0,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7047,32.4717,1243,5/5/2014 20:00,0,0,,0,,1,,0,,QUVI,1035,281.52,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70472802,32.47167263
1272,Oak,Live oak,Quercus virginiana,5,2,0,1,3,3,1,,5,2,,,,1,0,,0,,0,,0,0,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7046,32.4717,1244,5/5/2014 20:00,0,0,,0,,1,,0,,QUVI,1620,440.64,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70461537,32.47167036
1273,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,0,,0,2,,,,1,0,,1,,0,,0,1,0,,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7045,32.4717,1245,5/5/2014 20:00,0,0,,1,,1,,0,,QUVI,1035,281.52,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70449199,32.47165226
